index,component,image,label_ids,label_names,is_empty
30,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000094_usd_50.jpg,4,USD_50,0
31,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000331_khr_2000.jpg,8,KHR_2000,0
32,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_102_jpeg_jpg.rf.2ece9b74623570dd0a21f5acccd090f9.jpg,3,USD_20,0
33,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8449_jpeg.rf.c792eb4a5a6b298f58bb0ab5e8340950.jpg,10,KHR_10000,0
34,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001066_usd_50.jpg,4,USD_50,0
35,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_101_jpg.rf.31facc50a3327cdc55860a345796cf31.jpg,5,USD_100,0
36,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_5000_cambodia_currency_project_IMG_5689_JPG.rf.8db5fbcfdfb6d9442c91ee56d0fdd588_center_x_vis0p7.jpg,9,KHR_5000,0
37,countable_partial_replay,data/processed/cashsnap_real_borderpartial_visibility_p8_v1/images/train/KHR_5000_asian_currency_IMG_6444_jpg.rf.c5c6a1603d89ba653e265c8a4dbf9f67_left_vis0p5.jpg,9,KHR_5000,0
38,clean_real_replay,data/cashsnap_v1/images/train/khmer_us_currency_IMG_2147_jpg.rf.ccf40a6d2d9f466ffaf08ede18edf898.jpg,8,KHR_2000,0
39,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4485_jpg.rf.8bb56d5aeb541222ca2b30331e79f01f.jpg,,,1
40,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000465_usd_100.jpg,5,USD_100,0
41,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000373_usd_1.jpg,0,USD_1,0
42,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000142_usd_20.jpg,3,USD_20,0
43,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6596_jpg.rf.523f8a39d889c8328c95eae766e127d8.jpg,7,KHR_1000,0
44,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_50Dollar_105_jpg.rf.19ff88b0576518da23b10732f1afb68e.jpg,4,USD_50,0
45,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000353_khr_500.jpg,6,KHR_500,0
46,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_500_cambodia_currency_project_IMG_5636_JPG.rf.f99f5d7015aacef6e44949c18780bd7d_corner_br_vis0p7.jpg,6,KHR_500,0
47,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000726_usd_10.jpg,2,USD_10,0
48,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5635_JPG.rf.87bcac692efb28ad911c9e7b00a4da15.jpg,6,KHR_500,0
49,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_103_jpg.rf.0ae3213786873b72f5b29efa31ae972b.jpg,2,USD_10,0
50,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000818_usd_20.jpg,3,USD_20,0
51,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6597_jpg.rf.6217f83460b52214bfe08d153285eb42.jpg,7,KHR_1000,0
52,countable_partial_replay,data/cashsnap_v1/images/train/khmer_us_currency_IMG_2358_jpg.rf.3572f2d8c6052d70c1842153e623b026.jpg,9,KHR_5000,0
53,countable_partial_replay,data/processed/cashsnap_real_borderpartial_visibility_p8_v1/images/train/KHR_500_cambodia_currency_project_IMG_5630_JPG.rf.85d29e663533b70d664be66b9953178c_bottom_vis0p5.jpg,6,KHR_500,0
54,countable_partial_replay,data/cashsnap_v1/images/train/khmer_us_currency_frame_000206_jpg.rf.8bf6ad1f501baf5da2f4251b77037758.jpg,10,KHR_10000,0
55,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_50Dollar_100_jpg.rf.1d08d3e3f51c47e6b90f10befbc0e31c.jpg,4,USD_50,0
56,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_5000_cambodia_currency_project_IMG_5679_JPG.rf.be859d95ac068eb8bc7f78adee701f8c_corner_tl_vis0p7.jpg,9,KHR_5000,0
57,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_101_jpeg_jpg.rf.411f56090eafe7a9a5a4eb79a17ee224.jpg,3,USD_20,0
58,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_108_jpg.rf.f57a33927e545d10c55fea15ed1d18dc.jpg,4,USD_50,0
59,countable_partial_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_9192_jpeg_jpg.rf.6ef62b865660775422dfd54b5483c295.jpg,7 7 7,KHR_1000 KHR_1000 KHR_1000,0
60,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_8_2026-01-02_21-20-08_jpg.rf.5a04fbe33027b2b6d8a93f5259aa3047_corner_tl_vis0p7.jpg,8,KHR_2000,0
61,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000307_usd_100.jpg,5,USD_100,0
62,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_100_jpeg_jpg.rf.420c56f68d63a465e1e890ac16567a86.jpg,3,USD_20,0
63,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8459_jpeg.rf.198aaff6c2944ea673ccf82e6553e04a.jpg,10 10,KHR_10000 KHR_10000,0
64,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8454_jpeg.rf.52ecf542bb1eaf79e2802cc08ffd2057.jpg,10 10,KHR_10000 KHR_10000,0
65,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000015_usd_50.jpg,4,USD_50,0
66,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000901_khr_5000.jpg,9,KHR_5000,0
67,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6600_jpg.rf.8a51ee4d2e9068ec794ac29d00a904ba.jpg,7,KHR_1000,0
68,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000099_khr_10000.jpg,10,KHR_10000,0
69,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_50000_khmer_scan_IMG_8539-2_jpeg_jpg.rf.ec15535108bdbdb19126cd8a51a2a7c7_center_x_vis0p5.jpg,12,KHR_50000,0
70,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_10000_cambodia_currency_project_IMG_8452_jpeg.rf.2fe076008c9aa2ce71e6547b3ba8abbd_center_x_vis0p5.jpg,10,KHR_10000,0
71,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4483_jpg.rf.d591a6a9acd7431dda5afe6c3bb0bd4a.jpg,,,1
72,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_100Dollar_102_jpg.rf.7952aa8c3ba7dcbde3bd1e4d4be052f5.jpg,5,USD_100,0
73,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5633_JPG.rf.c7393d02ab6823b4b6c584ed3fbe1845.jpg,6,KHR_500,0
74,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8518_jpeg_jpg.rf.aa8c6b666406bd8f184cddeeb39355a6.jpg,11,KHR_20000,0
75,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_114_jpeg_jpg.rf.4be49f449bf9ad2116910217085966dc_corner_tl_vis0p7.jpg,3,USD_20,0
76,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000847_khr_20000.jpg,11,KHR_20000,0
77,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4483_jpg.rf.d591a6a9acd7431dda5afe6c3bb0bd4a.jpg,,,1
78,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000860_usd_10.jpg,2,USD_10,0
79,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5652_JPG.rf.6e8725904a53374c5e33163d00acf048.jpg,6 6,KHR_500 KHR_500,0
80,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_50000_khmer_scan_photo_4_2026-01-14_14-46-11_jpg.rf.54a1ab5093373d86e9901d6de1268c81_center_x_vis0p7.jpg,12,KHR_50000,0
81,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8453_jpeg.rf.28b7718deb2c70474a7a93384b28f1f0.jpg,10 10,KHR_10000 KHR_10000,0
82,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6596_jpg.rf.34e538b2028a0ece9fbb8285ea2fe50a.jpg,7,KHR_1000,0
83,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_31_jpeg_jpg.rf.2b3ff04a319faacb83dd0f2ce60a6312_corner_tl_vis0p7.jpg,3,USD_20,0
84,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000500_usd_100.jpg,5,USD_100,0
85,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001143_khr_10000.jpg,10,KHR_10000,0
86,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000688_khr_500.jpg,6,KHR_500,0
87,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001086_usd_10.jpg,2,USD_10,0
88,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_50Dollar_108_jpg.rf.4e948b7a4d3b43b6c9825684d5c959b8.jpg,4,USD_50,0
89,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001150_usd_10.jpg,2,USD_10,0
90,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_112_jpg.rf.b4ec04fd06d355b6018ce5eebd2a42e5.jpg,0,USD_1,0
91,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000885_khr_20000.jpg,11,KHR_20000,0
92,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001116_usd_100.jpg,5,USD_100,0
93,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_109_jpg.rf.64f5136514c0803a54a988403941c9c8.jpg,4,USD_50,0
94,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000357_khr_5000.jpg,9,KHR_5000,0
95,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_106_jpg.rf.6515101d37988a3356be746b19d6e8db.jpg,5,USD_100,0
96,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000996_khr_50000.jpg,12,KHR_50000,0
97,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000282_khr_50000.jpg,12,KHR_50000,0
98,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000885_khr_20000.jpg,11,KHR_20000,0
99,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001135_khr_2000.jpg,8,KHR_2000,0
100,strictbest_synth_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6042_jpg.rf.e35836376a5b3f2018c19467cd64ec93.jpg,,,1
101,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_20000_khmer_scan_IMG_8521_jpeg_jpg.rf.e1d11a94d9f869d52b96b05e3d7ec316_corner_bl_vis0p7.jpg,11,KHR_20000,0
102,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_105_jpg.rf.2899fdaac52abf5e37a92b775327028a.jpg,1,USD_5,0
103,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_photo_9_2026-01-02_21-25-15_jpg.rf.ded80ed8decac362cc21adb7624170af.jpg,8,KHR_2000,0
104,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_103_jpeg_jpg.rf.0669aa9a064db4aaa311f3249149d4ec.jpg,3,USD_20,0
105,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5697_JPG.rf.245a2f57c8ec2350d24008f6ee67aa46.jpg,9 9 9,KHR_5000 KHR_5000 KHR_5000,0
106,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8509_jpeg_jpg.rf.791c6cbbea5cdc087e3de75a86f9b8ee.jpg,11,KHR_20000,0
107,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/cashcountingxl_001__1-4-Dollar_usa_jpg.rf.5a83381a3e59793061ae936591e42cae.jpg,,,1
108,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_photo_9_2026-01-02_21-20-08_jpg.rf.a3f8f83d2b1c5cc17f95cacdf91fc629.jpg,8,KHR_2000,0
109,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4659_jpg.rf.462cfb7350fbf17e77a2227241950242.jpg,,,1
110,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6598_jpg.rf.71610b575da33e3cb07b6184b36bfe1f.jpg,7,KHR_1000,0
111,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000566_khr_10000.jpg,10,KHR_10000,0
112,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5650_JPG.rf.84d4b8f6b64254920d7d12bdcb38797b.jpg,6 6 6,KHR_500 KHR_500 KHR_500,0
113,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_104_jpg.rf.7c2bddb1c91691a282b7e8b7d97bebdf.jpg,4,USD_50,0
114,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000989_khr_500.jpg,6,KHR_500,0
115,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_107_jpg.rf.4e02bbf4bf19f9adb827145cc85c7c6c.jpg,4,USD_50,0
116,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4681_jpg.rf.be9c1336387e5682fa24f274f719e343.jpg,,,1
117,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_102_jpg.rf.61af78b6e0efe1e907aa2cdfbfdebcfd.jpg,4,USD_50,0
118,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_103_jpg.rf.d10f7aa454d3bbcd5f794f8bcc2959b4.jpg,2,USD_10,0
119,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_7_2026-01-02_21-20-08_jpg.rf.ccf55aec7f30192cc27511c115e1ae87_center_y_vis0p5.jpg,8,KHR_2000,0
120,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6446_jpg.rf.8188189b13bc4af22bcafe21c97dc7a7.jpg,9,KHR_5000,0
121,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_10_JPG_jpg.rf.4d467d668e0aaa200b89dd6395e08708.jpg,1,USD_5,0
122,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8450_jpeg.rf.1ee408cf6a7b0ce2841e2868646cfad9.jpg,10,KHR_10000,0
123,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_pdf_32e34e6a-a547-11ed-90a5-fb91c7fce72d_jpg.rf.fc6b3dd908a889d1eff8d4578b197ace.jpg,11,KHR_20000,0
124,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5653_JPG.rf.cbfd1ebf7e09721fc49ec8b52150d1e9.jpg,6 6,KHR_500 KHR_500,0
125,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_109_JPG_jpg.rf.ecd0cb677c80291b93e924464284eac8.jpg,1,USD_5,0
126,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000127_khr_1000.jpg,7,KHR_1000,0
127,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5629_JPG.rf.42c538dc25b72ca15175e0e65eef8075.jpg,6,KHR_500,0
128,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_1000_cambodia_currency_project_IMG_5717_png.rf.21252bbbe73cedb1838116cb2fbfc442_corner_tr_vis0p7.jpg,7,KHR_1000,0
129,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5628_JPG.rf.3a12f4b4a1e5afb128a0d4c68a82424e.jpg,6,KHR_500,0
130,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000615_khr_10000.jpg,10,KHR_10000,0
131,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_50_usd_total_50Dollar_25_jpeg_jpg.rf.857b08956ec292f089142e8dd8221398_center_x_vis0p7.jpg,4,USD_50,0
132,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000690_usd_50.jpg,4,USD_50,0
133,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5631_JPG.rf.81d231af5645f95cf5f805a5200ccfee.jpg,6,KHR_500,0
134,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8454_jpeg.rf.df6e47000713a2ceda922753f5689ed9.jpg,10 10,KHR_10000 KHR_10000,0
135,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000054_usd_10.jpg,2,USD_10,0
136,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8511_jpeg_jpg.rf.b7bb2b0f2f6f72438cf86f3d14afdfcc.jpg,11,KHR_20000,0
137,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000501_khr_1000.jpg,7,KHR_1000,0
138,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4681_jpg.rf.be9c1336387e5682fa24f274f719e343.jpg,,,1
139,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4496_jpg.rf.767786c487c5f41870a42269228bf774.jpg,,,1
140,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_100Dollar_104_jpg.rf.948196e03f500b8df5e9c9c9a2fe96cc.jpg,5,USD_100,0
