index,component,image,label_ids,label_names,is_empty
33,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001086_usd_10.jpg,2,USD_10,0
34,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_10000_cambodia_currency_project_IMG_8472_jpeg.rf.a560600429e3b36f21e5284527358afa_corner_tr_vis0p7.jpg,10,KHR_10000,0
35,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_116_jpg.rf.a99b725a9ae5d688993649708d95bcea.jpg,0,USD_1,0
36,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000615_khr_10000.jpg,10,KHR_10000,0
37,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_50_usd_total_50Dollar_25_jpeg_jpg.rf.857b08956ec292f089142e8dd8221398_center_x_vis0p5.jpg,4,USD_50,0
38,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_100_jpg.rf.2f76eeafcb3abb88fd18976f73da0cde.jpg,1,USD_5,0
39,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000862_khr_10000.jpg,10,KHR_10000,0
40,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_100Dollar_101_jpg.rf.4a74863b907401746facb7355fed5b68.jpg,5,USD_100,0
41,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6069_jpg.rf.fa0480b9b83a83e1723179dfc3bbb333.jpg,,,1
42,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000290_khr_50000.jpg,12,KHR_50000,0
43,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4522_jpg.rf.1560e1813162f95d17a8abf2da5ebe8e.jpg,,,1
44,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_11_jpeg_jpg.rf.16417020f301f9b9718b13b452a4c837_center_x_vis0p5.jpg,3,USD_20,0
45,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000597_khr_10000.jpg,10,KHR_10000,0
46,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000524_usd_10.jpg,2,USD_10,0
47,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000414_khr_50000.jpg,12,KHR_50000,0
48,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_100_usd_total_100Dollar_128_jpg.rf.36a8477c9c4981dc3bdcf14dff7c188c_corner_bl_vis0p7.jpg,5,USD_100,0
49,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5631_JPG.rf.81d231af5645f95cf5f805a5200ccfee.jpg,6,KHR_500,0
50,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000017_khr_10000.jpg,10,KHR_10000,0
51,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8449_jpeg.rf.c792eb4a5a6b298f58bb0ab5e8340950.jpg,10,KHR_10000,0
52,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000996_khr_50000.jpg,12,KHR_50000,0
53,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_104_jpg.rf.74ce4815b071d54ae98f6adb18e6e2ed.jpg,5,USD_100,0
54,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_photo_5_2026-01-02_21-20-08_jpg.rf.b46cadb157171a50d2da87f67451e261.jpg,8,KHR_2000,0
55,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_9_2026-01-02_21-25-15_jpg.rf.ded80ed8decac362cc21adb7624170af_corner_tl_vis0p7.jpg,8,KHR_2000,0
56,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_3_2026-01-02_21-20-08_jpg.rf.30c46529e800c07bc0a00d3fd1effe77_center_x_vis0p5.jpg,8,KHR_2000,0
57,countable_partial_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5652_JPG.rf.6e8725904a53374c5e33163d00acf048.jpg,6 6,KHR_500 KHR_500,0
58,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4500_jpg.rf.8b516472ffbc7ad7558f50e2d94f3e24.jpg,,,1
59,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6599_jpg.rf.d8321320e508154b1c1a2e8e963a5f39.jpg,7,KHR_1000,0
60,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_1000_cambodia_currency_project_IMG_5741_png.rf.247a86b96b0503514dd2eb35071ee6b2_corner_bl_vis0p7.jpg,7,KHR_1000,0
61,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_108_jpg.rf.352515c76cbb42ecc8271ee26b511f08.jpg,0,USD_1,0
62,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001227_khr_2000.jpg,8,KHR_2000,0
63,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_12_2026-01-02_21-20-08_jpg.rf.d5dcc4a7a37440b50a2656eaa2c33d8c_corner_tr_vis0p7.jpg,8,KHR_2000,0
64,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6454_jpg.rf.95514aa9d98f5bc36c727f1de3013c87.jpg,9,KHR_5000,0
65,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_109_jpg.rf.41ff89feaed1d8a02017acc22071a59b.jpg,0,USD_1,0
66,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000906_usd_100.jpg,5,USD_100,0
67,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000099_khr_10000.jpg,10,KHR_10000,0
68,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8547-2_jpeg_jpg.rf.08d690847d05caaa8e09b549759390de.jpg,12,KHR_50000,0
69,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8452_jpeg.rf.5cefde2c251f59f9e9545829ba4493ae.jpg,10,KHR_10000,0
70,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001209_khr_20000.jpg,11,KHR_20000,0
71,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5634_JPG.rf.0769c311d6db5294db13f289aa52414f.jpg,6,KHR_500,0
72,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_photo_11_2026-01-02_21-20-08_jpg.rf.411682e3e16f23337c449b8f274728b6.jpg,8,KHR_2000,0
73,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_50000_khmer_scan_IMG_8539-2_jpeg_jpg.rf.ec15535108bdbdb19126cd8a51a2a7c7_center_x_vis0p5.jpg,12,KHR_50000,0
74,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4494_jpg.rf.dd6e8fbdd983bbe6f5fd4f760907c900.jpg,,,1
75,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000115_khr_50000.jpg,12,KHR_50000,0
76,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000015_usd_50.jpg,4,USD_50,0
77,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_101_png_jpg.rf.7503618b6d3fa22c280e1bdb0a2244a8.jpg,4,USD_50,0
78,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000704_usd_10.jpg,2,USD_10,0
79,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5498_jpg.rf.0937bbb1f4d632645457a88276b58b36.jpg,,,1
80,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_1000_cambodia_currency_project_IMG_5704_JPG.rf.3eb1ce5cec04f998f12b7bf488e3f0ea_corner_br_vis0p7.jpg,7,KHR_1000,0
81,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6599_jpg.rf.4e2118c3071bbde3b937ff088921364d.jpg,7,KHR_1000,0
82,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_10_jpg.rf.797705f46b710d908765298993274542.jpg,0,USD_1,0
83,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5634_JPG.rf.0769c311d6db5294db13f289aa52414f.jpg,6,KHR_500,0
84,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5076_jpg.rf.5e6363a36d325becbbc53237d99e83c6.jpg,,,1
85,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_20000_khmer_scan_IMG_8509_jpeg_jpg.rf.791c6cbbea5cdc087e3de75a86f9b8ee_center_x_vis0p5.jpg,11,KHR_20000,0
86,high_risk_class_protectors,data/cashsnap_v1/images/train/billsbank_100Dollar_100_jpg.rf.e9f047b64dad25237cb3ea92eadc8dc9.jpg,5,USD_100,0
87,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4658_jpg.rf.55a4f39bb308e11f22a076e30957fe86.jpg,,,1
88,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_20000_khmer_scan_IMG_8499_jpeg_jpg.rf.ac220b26ab5db65a21c1d684ad18bfe8_center_y_vis0p5.jpg,11,KHR_20000,0
89,strictbest_synth_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5685_jpg.rf.79398ff1ecb0c065b7f3611b01c083ea.jpg,,,1
90,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000155_usd_100.jpg,5,USD_100,0
91,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001216_khr_50000.jpg,12,KHR_50000,0
92,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_500_cambodia_currency_project_IMG_5639_JPG.rf.623790e121ff385b0f569ee234d8765f_center_x_vis0p7.jpg,6,KHR_500,0
93,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_1_usd_total_1Dollar_153_jpg.rf.aaef15829b2393910f7a067fdf8049e9_center_x_vis0p7.jpg,0,USD_1,0
94,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5893_jpg.rf.0a80733b169586cc07338a5c75011365.jpg,,,1
95,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000354_usd_20.jpg,3,USD_20,0
96,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_107_jpeg_jpg.rf.85789245c49056a81e4d0affc9194eb6.jpg,3,USD_20,0
97,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_109_JPG_jpg.rf.ecd0cb677c80291b93e924464284eac8.jpg,1,USD_5,0
98,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_20_jpg.rf.b5e4f7265efa3c258828b4668ee6e87e.jpg,,,1
99,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5503_jpg.rf.42819321a562131e92076ae5287ed3da.jpg,,,1
100,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001173_khr_10000.jpg,10,KHR_10000,0
101,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_10000_cambodia_currency_project_IMG_8480_jpeg.rf.e1e26d159c6585c94aa5c0c64b80bc5c_corner_tl_vis0p7.jpg,10,KHR_10000,0
102,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_5_usd_total_5Dollar_64_JPG_jpg.rf.700edf66df24f29d64e67238d1e32f04_center_y_vis0p7.jpg,1,USD_5,0
103,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_5_usd_total_5Dollar_110_JPG_jpg.rf.4098f697b70adf827145bb803cc1c308_center_x_vis0p7.jpg,1,USD_5,0
104,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6600_jpg.rf.8a51ee4d2e9068ec794ac29d00a904ba.jpg,7,KHR_1000,0
105,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8508_jpeg_jpg.rf.360a81bffde615aea1cf147d3dcabdd3.jpg,11,KHR_20000,0
106,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000219_khr_5000.jpg,9,KHR_5000,0
107,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000305_usd_5.jpg,1,USD_5,0
108,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_106_jpg.rf.3cb22cdc31d613f91f447cb724229851.jpg,0,USD_1,0
109,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4490_jpg.rf.e0610e958a00f1f62ebd7eb4d300b5e6.jpg,,,1
110,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000610_khr_50000.jpg,12,KHR_50000,0
111,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_22_jpeg_jpg.rf.137fada41d9bcdc62b8b40c3c90fbf15.jpg,,,1
112,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_103_jpg.rf.0a7ac677975652ffbb40d9bee2102b0b.jpg,1,USD_5,0
113,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_50000_khmer_scan_photo_4_2026-01-14_14-46-11_jpg.rf.54a1ab5093373d86e9901d6de1268c81_center_x_vis0p7.jpg,12,KHR_50000,0
114,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_10000_cambodia_currency_project_IMG_8483_jpeg.rf.3063b95deb6fe119adab63326659a922_center_x_vis0p5.jpg,10,KHR_10000,0
115,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_103_jpg.rf.38b7b1a977fc9c95df2ca3b05f0cfe45.jpg,2,USD_10,0
116,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4494_jpg.rf.f25d0852f783202450ef83f9c2c6a4a8.jpg,,,1
117,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_120_jpg.rf.64bed1508eb5c88239ce53274d115e0c.jpg,,,1
118,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4627_jpg.rf.caa68a314f59a7398cdebc2317ca034a.jpg,,,1
119,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_20241112_0009_jpg.rf.c1a4c5f122fbcde5346d8f43c2c72bcf.jpg,12 12,KHR_50000 KHR_50000,0
120,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_27_jpeg_jpg.rf.b1d6a8191f05e192c01fa875dea030a6.jpg,,,1
121,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_5000_cambodia_currency_project_IMG_5661_JPG.rf.079b5dc15fdc9ffbfef9c7f4659df7f1_center_y_vis0p5.jpg,9,KHR_5000,0
122,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4485_jpg.rf.e30f2bd24b8e2898dfb21426ed59588b.jpg,,,1
123,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5658_jpg.rf.007f387ba3c93983efc4b9d45d2e6c4a.jpg,,,1
124,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000373_usd_1.jpg,0,USD_1,0
125,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_103_jpg.rf.db7296f3b58f6c46d54b2930547518fd.jpg,1,USD_5,0
126,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_10000_khmer_scan_photo_10_2026-01-02_21-25-15_jpg.rf.142ed387ecdc9d79338701204c277f44_center_x_vis0p7.jpg,10,KHR_10000,0
127,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_103_jpeg_jpg.rf.4382c1272fc656448284f2b953426f81.jpg,3,USD_20,0
128,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4496_jpg.rf.a2f9ca03449798ae8ccff5d3c5422844.jpg,,,1
129,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000026_khr_5000.jpg,9,KHR_5000,0
130,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_10_usd_total_10Dollar_199_jpeg_jpg.rf.ea9dda09b28d4b8c0240b5c5e80a3763_corner_tr_vis0p7.jpg,2,USD_10,0
131,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000603_khr_1000.jpg,7,KHR_1000,0
132,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4949_jpg.rf.3aa1062ad7aba38f2b823215676d6f71.jpg,,,1
133,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4496_jpg.rf.767786c487c5f41870a42269228bf774.jpg,,,1
134,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6106_jpg.rf.e7fa76ce3a3c82299e4203e5a25c7522.jpg,,,1
135,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001082_usd_1.jpg,0,USD_1,0
136,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000322_khr_50000.jpg,12,KHR_50000,0
137,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_1000_cambodia_currency_project_IMG_5714_png.rf.fd05e5afe840b3b1667467bba3eb45a9_corner_tl_vis0p7.jpg,7,KHR_1000,0
138,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000292_usd_10.jpg,2,USD_10,0
139,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000804_khr_2000.jpg,8,KHR_2000,0
140,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_105_jpg.rf.9f176702d6fdfeb3e1b818e1e561176d.jpg,5,USD_100,0
