index,component,image,label_ids,label_names,is_empty
29,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000588_usd_1.jpg,0,USD_1,0
30,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000085_usd_20.jpg,3,USD_20,0
31,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_141_jpeg_jpg.rf.b958492b280b71c375ff8e81396ca9d7_center_y_vis0p7.jpg,3,USD_20,0
32,high_risk_class_protectors,data/cashsnap_v1/images/train/khmer_scan_photo_1_2026-01-14_14-46-11_jpg.rf.3cddc3e185dbd268f1c3279cb43515da.jpg,12,KHR_50000,0
33,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000046_khr_5000.jpg,9,KHR_5000,0
34,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6186_jpg.rf.edb2cb6238c481513b3b612897f4e048.jpg,,,1
35,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6595_jpg.rf.ef46a50f0c8b546ed1235717361d169a.jpg,7,KHR_1000,0
36,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000524_usd_10.jpg,2,USD_10,0
37,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5634_JPG.rf.0769c311d6db5294db13f289aa52414f.jpg,6,KHR_500,0
38,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_50_usd_total_50Dollar_116_jpeg_jpg.rf.b5bed2aed87904ca52dbb51037db386b_corner_tr_vis0p7.jpg,4,USD_50,0
39,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_50000_khmer_scan_IMG_8539-2_jpeg_jpg.rf.ec15535108bdbdb19126cd8a51a2a7c7_center_y_vis0p7.jpg,12,KHR_50000,0
40,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000989_khr_500.jpg,6,KHR_500,0
41,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_photo_1_2026-01-02_21-20-08_jpg.rf.f16d8a6975c0230a7d92d87d50324ba0.jpg,8,KHR_2000,0
42,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_192_jpeg_jpg.rf.e14819aa25aeee93a1c3e2938bfc0072.jpg,,,1
43,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_107_jpg.rf.b25f4c29900756eb3bf0955b803f3768.jpg,5,USD_100,0
44,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5702_jpg.rf.0de083cc68fa90cd9499335676aecdec.jpg,,,1
45,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4627_jpg.rf.caa68a314f59a7398cdebc2317ca034a.jpg,,,1
46,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_103_jpg.rf.8f930778fd5393c0f957c26309590a9f.jpg,0,USD_1,0
47,clean_real_replay,data/cashsnap_v1/images/train/khmer_us_currency_IMG_2144_jpg.rf.48ff7b605769120491ad60f68fe6fb6a.jpg,8,KHR_2000,0
48,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_100_jpeg_jpg.rf.51e696d16978d2a584e6ab0365eaefbc.jpg,0,USD_1,0
49,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5626_jpg.rf.f7f325d9f9c675a586830d8d988192cb.jpg,,,1
50,countable_partial_replay,data/processed/cashsnap_real_borderpartial_visibility_p8_v1/images/train/KHR_1000_asian_currency_IMG_6602_jpg.rf.99fa5bff64f6b643b81e7bbc0bf69b22_left_vis0p5.jpg,7,KHR_1000,0
51,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_5000_cambodia_currency_project_IMG_5661_JPG.rf.079b5dc15fdc9ffbfef9c7f4659df7f1_corner_tl_vis0p7.jpg,9,KHR_5000,0
52,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000285_khr_500.jpg,6,KHR_500,0
53,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000127_khr_1000.jpg,7,KHR_1000,0
54,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_104_jpg.rf.5d6206440573dd86fdad68d1a78938c3.jpg,1,USD_5,0
55,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001143_khr_10000.jpg,10,KHR_10000,0
56,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_100_usd_total_100Dollar_174_jpg.rf.fbdcebb00d07304aca0f1d63da0c4d86_center_y_vis0p5.jpg,5,USD_100,0
57,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_6_2026-01-02_21-20-08_jpg.rf.dff1a1dbb01d2a1bae0a4d512f5f1345_center_y_vis0p5.jpg,8,KHR_2000,0
58,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6378_jpg.rf.2cadbbde4797c82e34a3d1a7bc6f9f6a.jpg,,,1
59,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001112_usd_50.jpg,4,USD_50,0
60,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6454_jpg.rf.50d555a7ade2b48ea3237d002408eecc.jpg,9,KHR_5000,0
61,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_101_jpg.rf.64f362c2278eb566fd19a621e89e2e29.jpg,2,USD_10,0
62,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000039_khr_10000.jpg,10,KHR_10000,0
63,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_32_jpg.rf.567cc8a84d47cf7ef63c0f6645c58d8d.jpg,,,1
64,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4485_jpg.rf.be49fd5439bffee6a6401a1fa0835828.jpg,,,1
65,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000646_khr_2000.jpg,8,KHR_2000,0
66,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_7_2026-01-02_21-20-08_jpg.rf.ccf55aec7f30192cc27511c115e1ae87_corner_bl_vis0p7.jpg,8,KHR_2000,0
67,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_101_jpg.rf.64f362c2278eb566fd19a621e89e2e29.jpg,2,USD_10,0
68,clean_real_replay,data/cashsnap_v1/images/train/billsbank_1Dollar_107_jpg.rf.d5bed6432b913b439897b7662be97807.jpg,0,USD_1,0
69,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5918_jpg.rf.49512dcfe07c8675e981c882babc0275.jpg,,,1
70,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_20000_khmer_scan_IMG_8511_jpeg_jpg.rf.b7bb2b0f2f6f72438cf86f3d14afdfcc_corner_tl_vis0p7.jpg,11,KHR_20000,0
71,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000736_usd_100.jpg,5,USD_100,0
72,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001214_khr_500.jpg,6,KHR_500,0
73,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_10_usd_total_10Dollar_62_jpeg_jpg.rf.b0741e86abd32ee65f417c2697a7192f_corner_br_vis0p7.jpg,2,USD_10,0
74,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5459_jpg.rf.944eefc7624a13dbfe72b9a56e6fd434.jpg,,,1
75,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4629_jpg.rf.85d2fc83a38572d075c1e14089717dfd.jpg,,,1
76,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_1000_cambodia_currency_project_IMG_5717_png.rf.21252bbbe73cedb1838116cb2fbfc442_corner_tr_vis0p7.jpg,7,KHR_1000,0
77,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_196_jpeg_jpg.rf.e6cd97f5c481693bb2b72f470f95d51b.jpg,,,1
78,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6422_jpg.rf.36016ed0f80bdf54df0e2b3b926d7c91.jpg,,,1
79,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_131_jpeg_jpg.rf.a8f566c0f9fe01ad2af589e8f67deba0.jpg,,,1
80,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8521_jpeg_jpg.rf.e1d11a94d9f869d52b96b05e3d7ec316.jpg,11,KHR_20000,0
81,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4924_jpg.rf.d19ca37f0f1fcec894183d4f4e8fea99.jpg,,,1
82,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_500_cambodia_currency_project_IMG_5656_JPG.rf.f88e1f97e9177a089dfecf2a0d961dfd_corner_bl_vis0p7.jpg,6,KHR_500,0
83,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5914_jpg.rf.f9dd3738d45c3182b00cc54d97ee6864.jpg,,,1
84,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_5761_png.rf.8716fefeb7e34545f775ba575b022b6a.jpg,,,1
85,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5051_jpg.rf.b5ccb3e0358a1c669c0288ab5fd9e415.jpg,,,1
86,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000333_khr_5000.jpg,9,KHR_5000,0
87,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/cashcountingxl_S11_jpg.rf.e3e6a29c7e96e04ee0a8ec244a2344a2.jpg,,,1
88,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000936_khr_500.jpg,6,KHR_500,0
89,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000534_usd_50.jpg,4,USD_50,0
90,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_128_jpeg_jpg.rf.cffca1dde26d7f75a514c8bb9fa21c10.jpg,,,1
91,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_102_jpg.rf.61af78b6e0efe1e907aa2cdfbfdebcfd.jpg,4,USD_50,0
92,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001209_khr_20000.jpg,11,KHR_20000,0
93,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/usd_total_2Dollar_184_jpeg_jpg.rf.c4231c1b5274dde708c558f84f66d78f.jpg,,,1
94,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6059_jpg.rf.53c7bb3f6dd4b26d0cf68e2bfd603739.jpg,,,1
95,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_5_usd_total_5Dollar_198_jpg.rf.978a4906cb91c4f178af25015d8fa010_corner_tl_vis0p7.jpg,1,USD_5,0
96,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5459_jpg.rf.944eefc7624a13dbfe72b9a56e6fd434.jpg,,,1
97,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4918_jpg.rf.9ce4ba47676c4ff9b7f0ccdb158d4603.jpg,,,1
98,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8547-2_jpeg_jpg.rf.08d690847d05caaa8e09b549759390de.jpg,12,KHR_50000,0
99,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5446_jpg.rf.b7c131517bf09b9f84a665218bf1e43a.jpg,,,1
100,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4791_jpg.rf.74a82cf0717bec9a847e6e2557919799.jpg,,,1
101,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6424_jpg.rf.6c526e1d08075fcee0f4cc3fa5e70017.jpg,,,1
102,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_107_jpeg_jpg.rf.85789245c49056a81e4d0affc9194eb6.jpg,3,USD_20,0
103,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000719_usd_5.jpg,1,USD_5,0
104,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6457_jpg.rf.e6ded14a45d7a89a7f8bcd2e328bcd05.jpg,9,KHR_5000,0
105,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000737_usd_50.jpg,4,USD_50,0
106,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4496_jpg.rf.767786c487c5f41870a42269228bf774.jpg,,,1
107,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_102_jpeg_jpg.rf.3b06a345c5d59d5dc6480747f35173f8.jpg,3,USD_20,0
108,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_500_cambodia_currency_project_IMG_5647_JPG.rf.2e08758e477d9cb031643f67f5b65ae2_center_y_vis0p5.jpg,6,KHR_500,0
109,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5445_jpg.rf.5c5f8a1407dfb9757bbbfbfdbd7f6a86.jpg,,,1
110,clean_real_replay,data/cashsnap_v1/images/train/billsbank_5Dollar_102_jpg.rf.6855efce6b854c48420e8c165605c707.jpg,1,USD_5,0
111,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000860_usd_10.jpg,2,USD_10,0
112,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/cashcountingxl_S14_jpg.rf.e6922a61c2e4d5c9badeb3a034df4535.jpg,,,1
113,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_9_2026-01-02_21-25-15_jpg.rf.ded80ed8decac362cc21adb7624170af_corner_tl_vis0p7.jpg,8,KHR_2000,0
114,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_14_jpg.rf.a58d88a5d5de904238c71171f4469c14.jpg,,,1
115,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_105_jpg.rf.9f176702d6fdfeb3e1b818e1e561176d.jpg,5,USD_100,0
116,high_risk_class_protectors,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000427_usd_50.jpg,4,USD_50,0
117,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/KHR_2000_khmer_scan_photo_8_2026-01-02_21-20-08_jpg.rf.5a04fbe33027b2b6d8a93f5259aa3047_corner_tl_vis0p7.jpg,8,KHR_2000,0
118,clean_real_replay,data/cashsnap_v1/images/train/cambodia_currency_project_IMG_8451_jpeg.rf.9d072e6820a31967df9d60c131291705.jpg,10 10,KHR_10000 KHR_10000,0
119,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_8_jpg.rf.c5088801ec37aebd34c51fd83fd3db1f.jpg,,,1
120,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_100_jpg.rf.e9f047b64dad25237cb3ea92eadc8dc9.jpg,5,USD_100,0
121,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_001065_khr_500.jpg,6,KHR_500,0
122,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000610_khr_50000.jpg,12,KHR_50000,0
123,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4590_jpg.rf.a2b1ef6f73dc78231454c15f8d30f079.jpg,,,1
124,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5051_jpg.rf.b5ccb3e0358a1c669c0288ab5fd9e415.jpg,,,1
125,clean_real_replay,data/cashsnap_v1/images/train/billsbank_100Dollar_104_jpg.rf.df420dc09f9e9d153bb35abc418e9b98.jpg,5,USD_100,0
126,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6600_jpg.rf.f6a0facc68405deb4d7a387b80c60572.jpg,7,KHR_1000,0
127,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_14_jpg.rf.a58d88a5d5de904238c71171f4469c14.jpg,,,1
128,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_191_jpeg_jpg.rf.6f21d53da838abb4d7db13806da258f9_corner_tl_vis0p7.jpg,3,USD_20,0
129,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_50_usd_total_50Dollar_32_jpeg_jpg.rf.e0d363b8094518f2be672824b5187308_corner_br_vis0p7.jpg,4,USD_50,0
130,clean_real_replay,data/cashsnap_v1/images/train/billsbank_50Dollar_107_jpg.rf.b36864977cdb84699f3a0d4ca1118526.jpg,4,USD_50,0
131,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6455_jpg.rf.c8b9827486b833a5fe8c190ebcc7ccd8.jpg,9,KHR_5000,0
132,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_1_usd_total_1Dollar_99_jpg.rf.3bb6fa89a3c5f248807a28aa7c5716bb_corner_br_vis0p7.jpg,0,USD_1,0
133,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_100_jpg.rf.4d48e2a9753b3b982028756e76bda0f5.jpg,2,USD_10,0
134,clean_real_replay,data/cashsnap_v1/images/train/khmer_scan_IMG_8516_jpeg_jpg.rf.abc2b877b7f90e0afe208f797a6d7f52.jpg,11,KHR_20000,0
135,clean_real_replay,data/cashsnap_v1/images/train/asian_currency_IMG_6450_jpg.rf.089b0b665f59e272eaa61ed3ba1cbe40.jpg,9,KHR_5000,0
136,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_1_usd_total_1Dollar_43_jpg.rf.5dfd610820cfe27a25e8fa3b817325a6_corner_br_vis0p7.jpg,0,USD_1,0
137,clean_real_replay,data/cashsnap_v1/images/train/billsbank_20Dollar_107_jpeg_jpg.rf.0b69dec3a861573a2dfb372a8b1fb69c.jpg,3,USD_20,0
138,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_32_jpg.rf.567cc8a84d47cf7ef63c0f6645c58d8d.jpg,,,1
139,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/khmer_us_currency_100-riel_80_jpg.rf.9d29b3bf36ebcaef57bdd36c3ec802e9.jpg,,,1
140,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_20_usd_total_20Dollar_177_jpeg_jpg.rf.7bcf1be0ec145c160147acfaa25ba322_center_x_vis0p5.jpg,3,USD_20,0
141,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_4611_jpg.rf.ee3fe07b4b4dd1ad3b6ffabe2716b940.jpg,,,1
142,train_safe_hard_negative_replay,data/cashsnap_v1/images/train/asian_currency_IMG_5458_jpg.rf.8155b81910190a9df61129efd28d1961.jpg,,,1
143,countable_partial_replay,data/processed/cashsnap_real_countablepartial_sourceclean_vis50_70_p12_v1/images/train/USD_1_usd_total_1Dollar_161_jpg.rf.6088bb83c21dcf4c8167c1171a224243_center_x_vis0p5.jpg,0,USD_1,0
144,clean_real_replay,data/cashsnap_v1/images/train/billsbank_10Dollar_105_jpg.rf.f8ff8a23aae6505cd847f417d31ad019.jpg,2,USD_10,0
145,strictbest_synth_replay,data/synthetic/cashsnap_target_anchor_transplant_poisson_contact_geoscale205_minshort190_bal96_scaled_probe_v1/images/train/cashsnap_target_anchor_000272_usd_5.jpg,1,USD_5,0
